Kanji#Reading#JLPT#Type#Meaning
['あの人']#[['あのひと']]#5#['&pn;']#['he', 'she', 'that person']
['パラメタ空間']#[['パラメタくうかん']]#5#['&n;']#['parameter space']
['ビット長']#[['ビットちょう']]#5#['&n;']#['bit length']
['フラットアドレス空間']#[['フラットアドレスくうかん']]#5#['&n;']#['flat address space']
['ブート時に']#[['ブートときに']]#5#['&n;']#['at boot time']
['ブロック間ギャップ']#[['ブロックかんギャップ']]#5#['&n;']#['interblock gap']
['ブロック長']#[['ブロックちょう']]#5#['&n;']#['block size', 'block length']
['プログラミング言語']#[['プログラミングげんご']]#5#['&n;']#['programming language']
['プログラム名']#[['プログラムめい']]#5#['&n;']#['program-name']
['ヘッド高']#[['ヘッドこう']]#5#['&n;']#['flying height', 'head gap']
['ホールド時間']#[['ホールドじかん']]#5#['&n;']#['hold time']
['ホスト名']#[['ホストめい']]#5#['&n;']#['host name']
['ボリューム見出しラベル']#[['ボリュームみだしラベル']]#5#['&n;']#['beginning-of-volume label', 'volume (header) label', 'volume header']
['マークアップ言語']#[['マークアップげんご']]#5#['&n;']#['markup language']
['マウスの左ボタン']#[['マウスのひだりボタン']]#5#['&n;']#['left mouse button']
['マクロ言語']#[['マクロげんご']]#5#['&n;']#['macro language']
['ミシン目']#[['ミシンめ']]#5#['&n;']#['perforation']
['モバイル電話']#[['モバイルでんわ']]#5#['&n;']#['mobile telephone']
['ユーザー名']#[['ユーザーめい']]#5#['&n;']#['username']
['ラウンドトリップ時間']#[['ラウンドトリップじかん']]#5#['&n;']#['round trip time']
['リップルけた上げ']#[['リップルけたあげ']]#5#['&n;']#['ripple carry']
['レコーディング年']#[['レコーディングねん']]#5#['&n;']#['year of recording']
['レコード間ギャップ']#[['レコードかんギャップ']]#5#['&n;']#['inter-record gap']
['レコード長']#[['レコードちょう']]#5#['&n;']#['record length', 'record size']
['レコード名']#[['レコードめい']]#5#['&n;']#['record-name']
['レジスタ長']#[['レジスタちょう']]#5#['&n;']#['register length']
['ログイン名']#[['ログインめい']]#5#['&n;']#['login name']
['宛先アドレス']#[['あてさきアドレス']]#5#['&n;']#['destination address']
['一時ファイル']#[['いちじファイル']]#5#['&n;']#['temporary file']
['右シフト']#[['みぎシフト']]#5#['&n;']#['right shift (bitwise, arithmetic)']
['下りリンク']#[['くだりリンク']]#5#['&n;']#['forward link', 'downlink']
['会話モード']#[['かいわモード']]#5#['&n;']#['interactive mode']
['空きファイル']#[['あきファイル']]#5#['&n;']#['empty file']
['空のディスケット']#[['からのディスケット']]#5#['&n;']#['blank diskette']
['空のディレクトリ']#[['からのディレクトリ']]#5#['&n;']#['empty directory']
['空アドレス']#[['くうアドレス']]#5#['&n;']#['null address']
['空白デリミター']#[['くうはくデリミター']]#5#['&n;']#['white space delimiter']
['見出しラベル']#[['みだしラベル']]#5#['&n;']#['beginning-of-file label', 'header label', 'HDR']
['見出しレコード']#[['みだしレコード']]#5#['&n;']#['header record']
['言語トランスレータ']#[['げんごトランスレータ']]#5#['&n;']#['language translator']
['言語プロセッサ']#[['げんごプロセッサ']]#5#['&n;']#['language processor']
['言語名']#[['げんごめい']]#5#['&n;']#['language name']
['後書きラベル']#[['あとがきラベル']]#5#['&n;']#['end-of-file label', 'trailer label', 'EOF']
['後入れ先出しリスト']#[['あといれさきだしリスト']]#5#['&n;']#['pushdown list', 'pushdown stack']
['行の高さ']#[['ぎょうのたかさ']]#5#['&n;']#['line height']
['行の長さ']#[['ぎょうのながさ']]#5#['&n;']#['line length']
['行ピッチ']#[['ぎょうピッチ']]#5#['&n;']#['line pitch']
['行揃え']#[['ぎょうそろえ']]#5#['&n;']#['justify']
['国コード']#[['くにコード']]#5#['&n;']#['country code']
['国名コード']#[['こくめいコード']]#5#['&n;']#['country code']
['左シフト']#[['ひだりシフト']]#5#['&n;']#['left shift (bitwise, arithmetic)']
['左マウスボタン']#[['ひだりマウスボタン']]#5#['&n;']#['left-side mouse button']
['子エントリ']#[['こエントリ']]#5#['&n;']#['child-entry']
['子プロセス']#[['こプロセス']]#5#['&n;']#['child process']
['出トラヒック']#[['しゅつトラヒック']]#5#['&n;']#['outgoing traffic']
['上りリンク']#[['のぼりリンク']]#5#['&n;']#['reverse link', 'uplink']
['上書きモード']#[['うわがきモード']]#5#['&n;']#['overwrite mode']
['生データ']#[['なまデータ']]#5#['&n;']#['raw data']
['先行ゼロ']#[['せんこうゼロ']]#5#['&n;']#['leading zero']
['先行パッド']#[['せんこうパッド']]#5#['&n;']#['leading pad']
['先行ページング']#[['せんこうページング']]#5#['&n;']#['anticipatory paging']
['先入れ先出しリスト']#[['さきいれさきだしリスト']]#5#['&n;']#['queue', 'pushup list']
['多オクテット']#[['たオクテット']]#5#['&n;']#['multi-byte', 'multi-octet']
['多言語サポート']#[['たげんごサポート']]#5#['&n;']#['multilingual support']
['多言語シソーラス']#[['たげんごシソーラス']]#5#['&n;']#['multilingual thesaurus']
['中間コード']#[['ちゅうかんコード']]#5#['&n;']#['intermediate code']
['中間システム']#[['ちゅうかんシステム']]#5#['&n;']#['intermediate system', 'IS']
['中間ノード']#[['ちゅうかんノード']]#5#['&n;']#['intermediate node']
['中間バイト']#[['ちゅうかんバイト']]#5#['&n;']#['intermediate byte']
['中間言語']#[['ちゅうかんげんご']]#5#['&n;']#['intermediate language']
['中間言語レベル']#[['ちゅうかんげんごレベル']]#5#['&n;']#['intermediate language level']
['長いファイル名']#[['ながいファイルめい']]#5#['&n;']#['long file name']
['長さオクテット']#[['ながさオクテット']]#5#['&n;']#['length indicator octets']
['電子ビジネス']#[['でんしビジネス']]#5#['&n;']#['e business']
['電子ファイリング']#[['でんしファイリング']]#5#['&n;']#['electronic filing']
['電子ファイリングシステム']#[['でんしファイリングシステム']]#5#['&n;']#['electronic filing system']
['電子マネー']#[['でんしマネー']]#5#['&n;']#['electronic money']
['電子メールシステム']#[['でんしメールシステム']]#5#['&n;']#['electronic mail system']
['電子メールボックス']#[['でんしメールボックス']]#5#['&n;']#['electronic mailbox']
['電子新聞']#[['でんししんぶん']]#5#['&n;']#['electronic newspaper']
['電話ワイヤ']#[['でんわワイヤ']]#5#['&n;']#['telephone wire']
['日本語ドメイン名']#[['にほんごドメインめい']]#5#['&n;']#['Japanese domain name']
['日本語モード']#[['にほんごモード']]#5#['&n;']#['Japanese mode']
['日本語ワードプロセッサ']#[['にほんごワードプロセッサ']]#5#['&n;']#['Japanese word processor']
['入トラヒック']#[['にゅうトラヒック']]#5#['&n;']#['incoming traffic']
['半語']#[['はんご']]#5#['&n;']#['half-word']
['本システム']#[['ほんシステム']]#5#['&n;']#['main, primary system']
['本ドキュメント']#[['ほんドキュメント']]#5#['&n;']#['primary document']
['本メール']#[['ほんメール']]#5#['&exp;', '&n;']#['this email']
['本学システム']#[['ほんがくシステム']]#5#['&n;']#['expert system']
['名前コンテキスト']#[['なまえコンテキスト']]#5#['&n;']#['naming context']
['立上がり時間']#[['たちあがりじかん']]#5#['&n;']#['rise time', 'launch time', 'release time']
['子安']#[['こやす']]#5#['&n;']#['safe, easy childbirth']
['西']#[['せい']]#5#['&n;']#['Spain']
['白鍵']#[['はっけん']]#5#['&n;']#['white key (on a piano, organ, etc.)']
['足纏い']#[['あしまとい']]#5#['&n;']#['someone or something that just gets in the way', 'a burden']
['子見出し']#[['こみだし']]#5#['&n;']#['subentry (in dictionary)']
['立ちっぱ']#[['たちっぱ']]#5#['&n;']#[\"standing on one's feet for a long time\"]
['ヤニ中']#[['ヤニちゅう']]#5#['&n;']#['nicotinism']
['ニコ中']#[['ニコちゅう']]#5#['&n;']#['nicotinism']
['セルビア人']#[['セルビアじん']]#5#['&n;']#['Serb', 'Serbian person']
['小ジョッキ']#[['しょうジョッキ']]#5#['&n;']#['small beer mug']
['中ジョッキ']#[['ちゅうジョッキ']]#5#['&n;']#['medium beer mug']
['大ジョッキ']#[['だいジョッキ']]#5#['&n;']#['large beer mug']
['一パイント']#[['いちパイント']]#5#['&n;']#['one pint']
['生中']#[['なまちゅう']]#5#['&n;']#['medium-size draft beer']
['そこら中']#[['そこらじゅう']]#5#['&n;']#['everywhere', 'all over the place']
['すべり出し']#[['すべりだし']]#5#['&n;']#['start', 'beginning']
['フィリピン人']#[['フィリピンじん']]#5#['&n;']#['Filipino']
['メラネシア人']#[['メラネシアじん']]#5#['&n;']#['Melanesian (people)']
['休らい']#[['やすらい']]#5#['&n;']#['resting', 'relaxing']
['口話']#[['こうわ']]#5#['&n;']#['silent mouthing']
['ユビキタス社会']#[['ユビキタスしゃかい']]#5#['&n;']#['society where IT related gadgets are prevalent and their function transparent (from \"ubiquitous computing\")']
['お母ちゃん']#[['おかあちゃん']]#5#['&n;']#['mum', 'mom']
['母ちゃん']#[['かあちゃん']]#5#['&n;']#['mum', 'mom', 'mummy', 'mommy']
['足し']#[['たし']]#5#['&n;']#['supplement', 'top up', 'complement', 'making up (a deficiency)']
['白木瓜']#[['しろぼけ']]#5#['&n;']#['Choenomeles lagenaria', 'shiroboke flowering quince']
['淀木瓜']#[['よどぼけ']]#5#['&n;']#['Choenomeles lagenaria', 'yodoboke flowering quince']
['小蒲']#[['こがま']]#5#['&n;']#['Typha orientalis']
['雁足']#[['がんそく']]#5#['&n;']#['ostrich fern', 'Onoclea orientalis']
['サ店']#[['サてん']]#5#['&n;']#['coffee lounge', 'coffee shop', 'cafe']
['アルコール分']#[['アルコールぶん']]#5#['&n;']#['alcoholic content']
['レコード会社']#[['レコードがいしゃ']]#5#['&n;']#['record company']
['大雀蜂']#[['おおすずめばち'], ['おおスズメバチ'], ['オオスズメバチ']]#5#['&n;']#['Asian giant hornet (Vespa mandarinia)', 'yak-killer hornet']
['雨水桝']#[['うすいます']]#5#['&n;']#['stormwater inlet', 'street inlet']
['休出']#[['きゅうしゅつ']]#5#['&n;']#['working on a day off']
['エジプト人']#[['エジプトじん']]#5#['&n;']#['Egyptian (person)']
['ヒソヒソ話']#[['ヒソヒソばなし'], ['ひそひそばなし']]#5#['&n;']#['whispered conversation', 'whispering']
['電気ノコギリ']#[['でんきノコギリ']]#5#['&n;']#['electric saw']
['電ノコ']#[['でんノコ']]#5#['&n;']#['electric saw']
['レコード店']#[['レコードてん']]#5#['&n;']#['record shop']
['電気メス']#[['でんきメス']]#5#['&n;']#['electrical scalpel']
['烏焉魯魚']#[['うえんろぎょ']]#5#['&n;']#['miswriting a word', 'using the wrong kanji to write a word']
['電気メーカー']#[['でんきメーカー'], ['でんきメーカ']]#5#['&n;']#['electrical manufacturer', 'company manufacturing electric devices', 'electric-appliance maker']
['大手電気メーカー']#[['おおてでんきメーカー']]#5#['&n;']#['major electrical manufacturer', 'major company manufacturing electric devices']
['お買い上げ']#[['おかいあげ']]#5#['&n;']#['buying', 'purchasing']
['この手']#[['このて']]#5#['&exp;', '&n;', '&adj-no;']#['this way (of doing)', 'this method']
['店']#[['たな']]#5#['&n;']#[\"merchant's home\"]
['お店']#[['おたな']]#5#['&n;']#[\"merchant's home (esp. used by apprentices, etc.)\"]
['女子']#[['めこ'], ['メコ']]#5#['&n;']#['vagina']
['小間']#[['こま']]#5#['&n;']#['small room']
['人いきれ']#[['ひといきれ']]#5#['&n;']#['body heat from several people in close quarters', 'stuffy air']
['嚏の木']#[['はなひりのき'], ['ハナヒリノキ']]#5#['&n;']#['Leucothoe grayana (species of ericaceous plant)']
['水水母']#[['みずくらげ']]#5#['&n;']#['aurelia (Aurelia aurita)']
['カフカス人']#[['カフカスじん']]#5#['&n;']#['Caucasian person']
['彝語']#[['いご']]#5#['&n;']#['Yi language']
['カリスマ先生']#[['カリスマせんせい']]#5#['&n;']#['charismatic teacher', 'charming professor']
['小耳木兎']#[['こみみずく']]#5#['&n;']#['short-eared owl (Asio flammeus)']
['子ヤギ']#[['こやぎ'], ['コヤギ']]#5#['&n;']#['kid', 'young goat', 'goatling']
['語間']#[['ごかん']]#5#['&n;']#['spacing between words']
['二八']#[['にっぱち']]#5#['&n;']#['February and August (months when business is generally at its slowest)']
['二九']#[['にく']]#5#['&n;']#['eighteen']
['生']#[['ふ']]#5#['&n;', '&n-suf;']#['area of thick growth (of trees, grass, etc.)']
['生り']#[['なまり']]#5#['&n;']#['boiled and half-dried bonito']
['中立ち']#[['なかだち']]#5#['&n;']#['break between the light meal and the actual serving of tea (during a formal tea ceremony)']
['嘘から出たまこと']#[['うそからでたまこと'], ['ウソからでたマコト']]#5#['&exp;', '&n;']#['something intended as a lie or joke which (by chance) ends up being true', 'lie turned truth']
['ざまあ見ろ']#[['ざまあみろ']]#5#['&int;']#['it serves you right']
['空中ブランコ']#[['くうちゅうブランコ']]#5#['&n;']#['trapeze']
['前のめり']#[['まえのめり']]#5#['&n;']#['pitching forward (as if to fall)']
['π電子']#[['パイでんし']]#5#['&n;']#['pi electron']
['σ電子']#[['シグマでんし']]#5#['&n;']#['sigma electron']
['道なき道']#[['みちなきみち']]#5#['&exp;', '&n;']#['trackless path']
['出']#[['しゅつ']]#5#['&n;']#['coming out', 'emerging']
['読みで']#[['よみで']]#5#['&n;']#['huge amount of material (worth reading)', 'richness of content (of a book)']
['土']#[['に']]#5#['&n;']#['soil (esp. reddish soil)']
['下げ']#[['さげ']]#5#['&n;']#['lowering', 'sinking', 'bringing down', 'letting down']
['一竿']#[['いっかん']]#5#['&n;']#['one pole (esp. used for fishing poles)', 'one rod']
['小子']#[['しょうし']]#5#['&n;']#['little child']
['槌の子']#[['つちのこ'], ['ツチノコ']]#5#['&n;']#['tsuchinoko', {'_': 'mythical snake-like creature with thick midsection', '$': {'g_type': 'expl'}}]
['金ドラ']#[['きんドラ']]#5#['&n;']#['television drama aired on Friday nights']
['読話']#[['どくわ']]#5#['&n;']#['lip reading (esp. in context of deaf people)', 'lipreading', 'speech reading', 'speechreading']
['日本国']#[['にほんこく'], ['にっぽんこく']]#5#['&n;']#['Japan']
['半時間']#[['はんじかん']]#5#['&n;']#['half an hour', 'half hour']
['大見出し']#[['おおみだし']]#5#['&n;']#['banner headline']
['大纛']#[['たいとう']]#5#['&n;']#['large decorative black flagpole tassel made from tail hair (of a yak, horse, ox, etc.) or dyed hemp']
['櫛目']#[['くしめ']]#5#['&n;']#['(sign of) combing', 'comb pattern (esp. pottery)']
['三尸']#[['さんし']]#5#['&n;']#['the three worms (in Taoism)', {'_': \"worms that inhabit the human gut and, on the eve of the 57th day of the sexagenary cycle, ascend to heaven during one's sleep to report on one's wrongdoings\", '$': {'g_type': 'expl'}}]
['お手本']#[['おてほん']]#5#['&n;']#['example', 'role model']
['八木アンテナ']#[['やぎアンテナ']]#5#['&n;']#['Yagi antenna']
['電子タグ']#[['でんしタグ']]#5#['&n;']#['RFID tag']
['中今']#[['なかいま']]#5#['&n;']#['the present (esp. as a privileged moment in eternity)']
['白土']#[['しらつち'], ['はくど']]#5#['&n;']#['white clay', 'white earth', 'kaolin', 'mortar']
['五葷']#[['ごくん']]#5#['&n;']#['five pungent roots (in Buddhism or Taoism)']
['下足']#[['げそ']]#5#['&n;']#['squid tentacles']
['一挨一拶']#[['いちあいいっさつ']]#5#['&n;']#['dialoging (with another Zen practitioner to ascertain their level of enlightenment)']
