Kanji#Reading#JLPT#Type#Meaning
['〃']#[['おなじ'], ['おなじく']]#100#['&n;']#['ditto mark']
['ＴＥＵ']#[['ティーイーユー']]#100#['&n;']#['twenty foot equivalent unit (container)', 'TEU']
['モグラ叩き']#[['モグラたたき']]#100#['&n;']#['whack-a-mole (game)']
['ＡＮＺＡＣ']#[['アンザック']]#100#['&n;']#['ANZAC', 'Anzac', {'_': 'Australian and New Zealand Army Corps (WWI)', '$': {'g_type': 'expl'}}]
['Ｐタイル']#[['ピータイル']]#100#['&n;']#['vinyl floor tile (typically 30 cm square)']
['ぐい呑']#[['ぐいのみ']]#100#['&n;']#['large sake cup']
['螺']#[['にし'], ['ら'], ['ニシ']]#100#['&n;']#['small spiral-shelled snail', 'spiral shellfish']
['尻っぽ']#[['しりっぽ']]#100#['&n;']#['tail']
['ＡＣ']#[['エーシー']]#100#['&n;']#['alternating current', 'AC']
['ＬＰＳ']#[['エルピーエス']]#100#['&n;']#['lipopolysaccharide', 'LPS']
['簀']#[['す'], ['さく']]#100#['&n;']#['mat (made of pieces of split bamboo or reeds tied together)']
['ＳＮＰ']#[['スニップ']]#100#['&n;']#['single nucleotide polymorphism', 'SNP']
['ざ瘡']#[['ざそう']]#100#['&n;']#['acne']
['アセチルＣｏＡ']#[['アセチルコエー']]#100#['&n;']#['acetyl-CoA', 'acetyl-coenzyme A']
['ＮＡＤ']#[['エヌエーディー'], ['ナッド']]#100#['&n;']#['nicotinamide adenine dinucleotide (NAD)']
['ＡＭＰ']#[['エーエムピー']]#100#['&n;']#['adenosine monophosphate (AMP)']
['サイクリックＡＭＰ']#[['サイクリックエーエムピー']]#100#['&n;']#['cyclic AMP']
['ＳＣＩＤマウス']#[['スキッドマウス']]#100#['&n;']#['SCID mouse (severe combined immune deficiency)']
['カンガルー鼠']#[['カンガルーねずみ'], ['カンガルーネズミ']]#100#['&n;']#['kangaroo rat (of North America; any rodent of genus Dipodomys)']
['鼠カンガルー']#[['ねずみカンガルー'], ['ネズミカンガルー']]#100#['&n;']#['rat kangaroo (any marsupial of family Potoroidae, incl. bettongs and potoroos)']
['ウケ狙い']#[['ウケねらい'], ['うけねらい']]#100#['&n;']#['aiming for laughs', 'trying to make people laugh', 'playing to the crowd', 'crowd-pleaser']
['臍ヘルニア']#[['さいヘルニア']]#100#['&n;']#['umbilical hernia']
['アラスカ羆']#[['アラスカひぐま'], ['アラスカヒグマ']]#100#['&n;']#['Kodiak bear (Ursus arctos middendorffi)', 'Alaskan brown bear']
['腺癌']#[['せんがん']]#100#['&n;']#['adenocarcinoma']
['腺腫']#[['せんしゅ']]#100#['&n;']#['adenoma']
['唾腺']#[['だせん']]#100#['&n;']#['salivary gland']
['蜜腺']#[['みつせん']]#100#['&n;']#['nectary']
['ＪＲ']#[['ジェイアール'], ['ジェーアール']]#100#['&n;']#['Japan Railways', 'JR']
['ＪＡＳマーク']#[['ジャスマーク']]#100#['&n;']#['JAS mark']
['ＪＡＳＤＡＱ']#[['ジャスダック']]#100#['&n;']#['Japanese Association Of Securities Dealers Automated Quotations (JASDAQ)']
['樒']#[['しきみ'], ['しきび'], ['シキミ'], ['シキビ']]#100#['&n;']#['Japanese star anise (Illicium anisatum)']
['蜂窩']#[['ほうか']]#100#['&n;']#['beehive', 'hive', 'honeycomb']
['Ｂ５２']#[['ビーごじゅうに']]#100#['&n;']#['B-52 Stratofortress', 'B-52 Bomber']
['ＰＶＣ']#[['ピーブイシー']]#100#['&n;']#['polyvinyl chloride', 'PVC']
['ＲＶ']#[['アールブイ']]#100#['&n;']#['recreational vehicle', 'RV', 'sports utility vehicle', 'SUV']
['Ｖシネマ']#[['ブイシネマ']]#100#['&n;']#['film released direct-to-video (trademark of Toei Company)']
['ＯＶＡ']#[['オーブイエー']]#100#['&n;']#['animated film released direct-to-video']
['ＯＶ']#[['オーブイ']]#100#['&n;']#['film released direct-to-video']
['ＭＩＳ']#[['ミス'], ['エムアイエス']]#100#['&n;']#['management information system (MIS)']
['オランダ苺']#[['オランダいちご'], ['オランダイチゴ']]#100#['&n;']#['garden strawberry (Fragaria x ananassa)']
['爬龍']#[['はありい'], ['ハーリー']]#100#['&n;']#['Okinawan dragon boat race']
['駃騠']#[['けってい'], ['ケッテイ']]#100#['&n;']#['hinny']
['砌']#[['みぎり'], ['みぎん']]#100#['&n;']#['time', 'age', 'chance', 'moment', 'occasion']
['硨磲']#[['しゃこ'], ['シャコ']]#100#['&n;']#['giant clam (any clam of subfamily Tridacnidae)']
['軋り']#[['きしり']]#100#['&n;']#['creaking', 'squeaking', 'grating', 'grinding', 'rasping']
['ため桶']#[['ためおけ']]#100#['&n;']#['bucket (for carrying sake, soy sauce, etc.)']
['ひょう疽']#[['ひょうそ']]#100#['&n;']#['whitlow']
['嘔']#[['むかつき']]#100#['&n;']#['getting nauseated', 'getting angry']
['躓き']#[['つまずき']]#100#['&n;']#['stumbling']
['諂い']#[['へつらい']]#100#['&n;']#['flattery']
['詛呪']#[['そじゅ']]#100#['&n;']#['curse']
['粃糠疹']#[['ひこうしん']]#100#['&n;']#['pityriasis']
['穹窿']#[['きゅうりゅう']]#100#['&n;']#['vault of heaven', 'vaulted sky']
['癰']#[['よう']]#100#['&n;']#['carbuncle']
['疣贅']#[['ゆうぜい']]#100#['&n;']#['wart', 'verruca']
['瑕瑾']#[['かきん']]#100#['&n;']#['scratch', 'chip', 'nick']
['アスクレピオスの杖']#[['アスクレピオスのつえ']]#100#['&n;']#['rod of Asclepius']
['ＡＴＩＣＳ']#[['アティックス']]#100#['&n;']#['Automobile Traffic Information &amp; Control System', 'ATICS']
['ツィクロンＢ']#[['ツィクロンビー']]#100#['&n;']#['Zyklon B']
['アメリカ鴛鴦']#[['アメリカおし'], ['アメリカオシ']]#100#['&n;']#['wood duck (Aix sponsa)', 'Carolina duck']
['籤']#[['ひご']]#100#['&n;']#['thin strip of bamboo']
['箋']#[['せん']]#100#['&n;']#['slip (of paper)']
['ＥＳＰ']#[['イーエスピー']]#100#['&n;']#['extrasensory perception', 'ESP']
['臈']#[['ろう']]#100#['&n;']#['year in the Buddhist order (after the completion of the first meditation retreat)']
['臘']#[['ろう']]#100#['&n;']#['offering ceremony held on the third day of the dog after the winter solstice']
['ＥＤＴＡ']#[['イーディーティーエー']]#100#['&n;']#['ethylenediaminetetraacetic acid', 'EDTA']
['ビタミンＤ２']#[['ビタミンディーに']]#100#['&n;']#['vitamin D2']
['ビタミンＤ３']#[['ビタミンディーさん']]#100#['&n;']#['vitamin D3']
['クラインの壺']#[['クラインのつぼ']]#100#['&n;']#['Klein bottle']
['ＱＯＬ']#[['キューオーエル']]#100#['&n;']#['quality of life', 'QOL']
['ゴム紐']#[['ゴムひも']]#100#['&n;']#['elastic', 'elastic cord', 'elastic band']
['雀の槍']#[['すずめのやり'], ['スズメノヤリ']]#100#['&n;']#['Luzula capitata (species of woodrush)']
['蚩尤']#[['しゆう']]#100#['&n;']#['Chinese god of war']
['ＤＤＩ']#[['ディーディーアイ']]#100#['&n;']#['dideoxyinosine', 'didanosine', 'DDI', 'ddI']
['ＢＳＬ']#[['ビーエスエル']]#100#['&n;']#['biosafety level', 'BSL']
['雀の稗']#[['すずめのひえ'], ['スズメノヒエ']]#100#['&n;']#['Japanese paspalum (Paspalum thunbergii)']
['梛筏']#[['なぎいかだ'], ['ナギイカダ']]#100#['&n;']#[\"butcher's broom (Ruscus aculeatus)\"]
['楢茸']#[['ならたけ'], ['ナラタケ']]#100#['&n;']#['honey fungus (Armillaria mellea)', 'honey mushroom']
['錫ペスト']#[['すずペスト']]#100#['&n;']#['tin pest']
['鳶鱝']#[['とびえい'], ['とびエイ'], ['トビエイ']]#100#['&n;']#['Japanese eagle ray (Myliobatis tobijei)']
['蝉魴鮄']#[['せみほうぼう'], ['セミホウボウ']]#100#['&n;']#['Oriental flying gurnard (Dactyloptena orientalis)']
['Ｒ＆Ｄ']#[['アールアンドディー']]#100#['&n;']#['research and development', 'R&amp;D']
['パラフィン蝋']#[['パラフィンろう']]#100#['&n;']#['paraffin wax']
['籵']#[['デカメートル']]#100#['&n;']#['decametre', 'decameter', 'dekametre', 'dekameter']
['竏']#[['キロリットル']]#100#['&n;']#['kilolitre', 'kiloliter']
['ＳＩＭ']#[['シム']]#100#['&n;']#['SIM (card)']
['トップ１０']#[['トップテン']]#100#['&adj-no;', '&n;']#['top ten']
['濡れティッシュ']#[['ぬれティッシュ']]#100#['&n;']#['wet wipes', 'moist towelette', 'baby wipes']
['痺鯰']#[['しびれなまず'], ['シビレナマズ']]#100#['&n;']#['electric catfish (any species of family Malapteruridae, esp. species Malapterurus electricus)']
['蛙鮟鱇']#[['かえるあんこう'], ['カエルアンコウ']]#100#['&n;']#['frogfish (any fish of family Antennariidae, esp. the striated frogfish, Antennarius striatus)']
['蝦蟇鮟鱇']#[['がまあんこう'], ['ガマアンコウ']]#100#['&n;']#['toadfish (any fish of family Batrachoididae, esp. the Pacuma toadfish, Batrachoides surinamensis)']
['鼈茸']#[['すっぽんたけ'], ['スッポンタケ']]#100#['&n;']#['common stinkhorn (Phallus impudicus)']
['ＰＲＩＣＥＤＯＷＮ']#[['プライスダウン'], ['プライス・ダウン']]#100#['&n;']#['reduction in price', 'discount']
['桫欏']#[['へご'], ['ヘゴ']]#100#['&n;']#['Cyathea spinulosa (species of tree fern)']
['鍼のつぼ']#[['はりのつぼ']]#100#['&n;']#['acupuncture point']
['吠陀']#[['ヴェーダ'], ['ベーダ'], ['いだ']]#100#['&n;']#['Veda']
['ＳＳＰＥ']#[['エスエスピーイー']]#100#['&n;']#['subacute sclerosing panencephalitis', 'SSPE']
['憚り']#[['はばかり']]#100#['&n;']#['hesitation']
['竈']#[['くど']]#100#['&n;']#['smokehole on hearth']
['ＳＳ']#[['エスエス']]#100#['&n;']#['service station', 'gas station']
['粟おこし']#[['あわおこし']]#100#['&n;']#['millet brittle']
['毀れ']#[['こぼれ']]#100#['&n;']#['nick', 'chip', 'scratch']
['鱗屑']#[['りんせつ']]#100#['&n;']#['scale (i.e. of pathologically dry skin)']
['賂']#[['まいない']]#100#['&n;']#['bribe']
['鈹']#[['かわ']]#100#['&n;']#['matte (metallurgical)']
['鍰']#[['からみ']]#100#['&n;']#['slag']
['胚嚢']#[['はいのう']]#100#['&n;']#['embryo sac']
['ＩＮＡＨ']#[['アイナ']]#100#['&n;']#['isonicotinic acid hydrazide', 'INAH']
['蔑み']#[['さげすみ']]#100#['&n;']#['contempt']
['蒜']#[['ひる']]#100#['&n;']#['strong-smelling edible plant (esp. perennials of the family Liliaceae, e.g. Welsh onion, garlic, wild rocambole, etc.)']
['燭']#[['しょく']]#100#['&n;']#['light', 'lamp']
['餐']#[['さん'], ['ざん']]#100#['&n;']#['dining']
['ＴＳＬ']#[['ティーエスエル']]#100#['&n;']#['techno-superliner (high-speed Japanese cargo ship)', 'TSL']
['枕カバー']#[['まくらカバー']]#100#['&n;']#['pillowcase']
['疳']#[['かん']]#100#['&n;']#['infantile neurosis characterized by crying at night and convulsions']
['頷き']#[['うなずき']]#100#['&n;']#['nod', 'inclination of the head']
['ＭＯＤチップ']#[['モッドチップ']]#100#['&n;']#['mod chip']
['Ｔｗｉｔｔｅｒ']#[['ツイッター'], ['ツィッター']]#100#['&n;']#['Twitter']
['翅鞘']#[['ししょう']]#100#['&n;']#['elytron']
['撚翅']#[['ねじればね'], ['ネジレバネ']]#100#['&n;']#['strepsipteran']
['畷']#[['なわて']]#100#['&n;']#['footpath between rice fields']
['蚯蚓蜥蜴']#[['みみずとかげ'], ['ミミズトカゲ']]#100#['&n;']#['worm lizard', 'amphisbaenian']
['吊りスカート']#[['つりスカート']]#100#['&n;']#['skirt with suspenders']
['葱トロ']#[['ねぎトロ'], ['ねぎとろ'], ['ネギトロ']]#100#['&n;']#['tuna minced with Welsh onion leaves (type of sushi topping)']
['蝙蝠蛾']#[['こうもりが'], ['コウモリガ']]#100#['&n;']#['swift moth (Hepialidae spp., esp. Endoclita excrescens)']
['巫覡']#[['ふげき']]#100#['&n;']#['shaman', 'oracle', 'diviner', 'medium']
['〇×テスト']#[['まるばつテスト']]#100#['&n;']#['true-false test', 'yes-no test']
['蜀']#[['しょく']]#100#['&n;']#['Sichuan (province in China)']
['ＴＧＶ']#[['テジェヴェ']]#100#['&n;']#['TGV', 'high-speed train']
['璧']#[['へき']]#100#['&n;']#['bi (ancient Chinese artifact; flat jade or glass disc with a circular hole in the centre)']
['蝦蟇腫']#[['がましゅ']]#100#['&n;']#['ranula']
['錐']#[['すい']]#100#['&n;']#['cone', 'pyramid']
['縞剥']#[['しまはぎ'], ['シマハギ']]#100#['&n;']#['convict surgeonfish (Acanthurus triostegus, species of the Indo-Pacific)', 'convict tang', 'manini']
['ＯＡ']#[['オーエー']]#100#['&n;']#['office automation', 'OA']
['紐タイ']#[['ひもタイ']]#100#['&n;']#['shoestring tie', 'string tie']
['梳き鋏']#[['すきばさみ']]#100#['&n;']#['thinning scissors', 'thinning shears']
['眇']#[['すがめ']]#100#['&n;']#['squint eye', 'cross-eye', 'strabismus']
['飴粕']#[['あめかぜ']]#100#['&n;']#['residue (e.g. from sugar cane or beets)']
['ＢＬ']#[['ビーエル']]#100#['&n;']#['male homosexuality']
['ＰＭ']#[['ピーエム']]#100#['&n;']#['private message', 'PM']
['溢れ']#[['あぶれ']]#100#['&n;']#['failing to get a job']
['ＶＰＥ']#[['ヴイピーイー']]#100#['&n;']#['vapor-phase epitaxy', 'VPE']
['ＬＰＥ']#[['エルピーイー']]#100#['&n;']#['liquid phase epitaxy', 'LPE']
['ＭＢＥ']#[['エムビーイー']]#100#['&n;']#['molecular beam epitaxy', 'MBE']
['ＡＬＥ']#[['エーエルイー']]#100#['&n;']#['atomic layer epitaxy', 'ALE']
['ＡＬＤ']#[['エーエルディー']]#100#['&n;']#['atomic layer deposition', 'ALD']
['ＧＵＴ']#[['ジーユーティー'], ['ガット']]#100#['&n;']#['grand unified theory', 'GUT']
['垜']#[['あずち']]#100#['&n;']#['mound on which targets are placed (in archery)', 'firing mound']
['秭']#[['し']]#100#['&num;']#['10^24', 'septillion']
['嗉嚢']#[['そのう']]#100#['&n;']#[\"bird's crop\", \"bird's craw\"]
['鱫鱜']#[['あいきょう']]#100#['&n;']#['dried, salt-pickled ayu with its eggs inside']
['魴鮄']#[['ほうぼう'], ['ホウボウ']]#100#['&n;']#['red gurnard (Chelidonichthys spinosus)', 'gurnet', 'sea robin']
['餛飩']#[['こんとん'], ['こんどん']]#100#['&n;']#['steamed manjū', 'steamed mochi']
['攩']#[['たも']]#100#['&n;']#['hand net', 'dip net', 'scoop net']
['苾蒭']#[['ひっしゅ'], ['ひっすう']]#100#['&n;']#['bhikkhu (fully ordained Buddhist monk)']
['劓']#[['はなきり']]#100#['&n;']#['cutting off the nose (form of punishment in ancient China)']
['剕']#[['ひ'], ['あしきり']]#100#['&n;']#['cutting off the leg at the knee (form of punishment in ancient China)']
['刖']#[['げつ']]#100#['&n;']#['cutting off the leg at the knee (form of punishment in ancient China)']
['壎']#[['けん']]#100#['&n;']#['xun (ancient Chinese musical instrument resembling a clay ocarina)']
['酛']#[['もと']]#100#['&n;']#['yeast starter', 'yeast mash']
['鎺']#[['はばき']]#100#['&n;']#['metal collar mounted between a sword blade and the hand guard']
['贔屓']#[['びいき']]#100#['&n-suf;']#['liking something', 'being partial to something', '-phile']
['廟']#[['びょう']]#100#['&n;', '&n-suf;']#['mausoleum']
['ＬＯＨＡＳ']#[['ロハス'], ['ロハース']]#100#['&n;']#['LOHAS', 'Lifestyles of Health and Sustainability', {'_': 'market segment made up of ecologically conscious consumers', '$': {'g_type': 'expl'}}]
['その頃']#[['そのころ']]#100#['&exp;', '&n;', '&adj-no;']#['at that time', 'in those days', 'at that moment', 'then']
['ＮＡＮＤ']#[['ナンド']]#100#['&n;']#['NAND (Boolean operator)']
['舳']#[['じく']]#100#['&n;']#['bow (of a ship)', 'prow']
['紐ネクタイ']#[['ひもネクタイ']]#100#['&n;']#['bolo tie', 'string tie']
['サッカー籤']#[['サッカーくじ']]#100#['&n;']#['football pool', 'soccer lottery']
['蔀']#[['しとみ']]#100#['&n;']#['latticed shutters (in traditional Japanese and Chinese architecture)']
['Ｆａｃｅｂｏｏｋ']#[['フェイスブック']]#100#['&n;']#['Facebook']
['鮴']#[['ごり'], ['ゴリ']]#100#['&n;']#['fish of the genus Rhinogobius']
['Ｋ-１']#[['ケイワン']]#100#['&n;']#['K-1 (Japanese kick-boxing promotion)']
['苞']#[['つと'], ['ほうしょ'], ['ほうそ']]#100#['&n;']#['straw-wrapped item', 'bundle of straw (containing a food item, etc.)']
['鮬']#[['せいご'], ['セイゴ']]#100#['&n;']#['juvenile Japanese sea perch (under two years of age and 25 cm in length)']
['吊りランプ']#[['つりランプ']]#100#['&n;']#['droplight', 'hanging lamp', 'pendant', 'pendent lamp', 'swinging lamp']
['錆び錆び']#[['さびさび']]#100#['&adj-no;', '&n;']#['rusted', 'rusty']
['αらせん']#[['アルファらせん']]#100#['&n;']#['alpha helix']
['α-ｈｅｌｉｘ']#[['アルファヘリックス']]#100#['&n;']#['alpha helix']
['ゴム腫']#[['ゴムしゅ']]#100#['&n;']#['gumma']
['頤']#[['おとがい']]#100#['&n;']#['(lower) jaw']
['腴']#[['つちすり'], ['すなずり']]#100#['&n;']#['fat underbelly of a fish']
['醤']#[['ひしお']]#100#['&n;']#['paste similar to miso made from koji mold and salt water']
['庚戌']#[['かのえいぬ'], ['こうじゅつ']]#100#['&n;']#['Metal Dog (47th year of the sexagenary cycle, e.g. 1910, 1970, 2030)']
['壬戌']#[['みずのえいぬ'], ['じんじゅつ']]#100#['&n;']#['Water Dog (59th year of the sexagenary cycle, e.g. 1922, 1982, 2042)']
['鯁']#[['のぎ']]#100#['&n;']#[\"small fish bone stuck in one's throat\"]
['ＮＤフィルター']#[['エヌディーフィルター']]#100#['&n;']#['neutral-density filter', 'ND filter']
